"chr","start","end","length","abs_summit","pileup","X.log10.pvalue.","fold_enrichment","X.log10.qvalue.","name","sample","group","GENE_ID"
"chr5",169946826,169947169,344,169947080,5,2.61767,2.58526,0,"B1_vs_B2_peak_88462","B1_vs_B2","C-KD","ENSG00000134516.21"
"chr5",169955174,169955449,276,169955317,5,2.43441,2.45808,0,"B1_vs_B2_peak_88463","B1_vs_B2","C-KD","ENSG00000134516.21"
"chr5",169988960,169989673,714,169989155,16,6.54317,3.68655,2.03776,"B1_vs_B2_peak_88465","B1_vs_B2","C-KD","ENSG00000134516.21"
"chr5",169993133,169994008,876,169993678,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_88466","B1_vs_B2","C-KD","ENSG00000134516.21"
"chr5",169994780,169995054,275,169994822,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_88467","B1_vs_B2","C-KD","ENSG00000134516.21"
"chr5",170031511,170031776,266,170031627,4,2.24863,2.36966,0,"B1_vs_B2_peak_88468","B1_vs_B2","C-KD","ENSG00000134516.21"
"chr5",170056455,170057084,630,170056655,4,2.1098,2.27193,0,"B1_vs_B2_peak_88469","B1_vs_B2","C-KD","ENSG00000134516.21"
"chr5",170062006,170062636,631,170062581,5,2.82244,2.72631,0.0678765,"B1_vs_B2_peak_88470","B1_vs_B2","C-KD","ENSG00000134516.21"
"chr5",170074665,170074945,281,170074787,4,2.21889,2.34882,0,"B1_vs_B2_peak_88471","B1_vs_B2","C-KD","ENSG00000134516.21"
"chr5",170082095,170082633,539,170082384,4,2.24863,2.36966,0,"B1_vs_B2_peak_88472","B1_vs_B2","C-KD","ENSG00000134516.21"
"chr5",170363806,170364607,802,170364411,5,2.91135,2.78714,0.0678765,"B1_vs_B2_peak_88484","B1_vs_B2","C-KD","ENSG00000182132.15"
"chr5",170403345,170403660,316,170403535,5,2.82244,2.72631,0.0678765,"B1_vs_B2_peak_88485","B1_vs_B2","C-KD","ENSG00000182132.15"
"chr5",170427758,170428151,394,170427971,6,3.44818,3.07987,0.323048,"B1_vs_B2_peak_88487","B1_vs_B2","C-KD","ENSG00000182132.15"
"chr5",170429059,170429324,266,170429198,7,3.88786,3.27744,0.532405,"B1_vs_B2_peak_88488","B1_vs_B2","C-KD","ENSG00000182132.15"
"chr5",170503744,170504202,459,170503973,6,3.4003,3.04767,0.30277,"B1_vs_B2_peak_88490","B1_vs_B2","C-KD","ENSG00000182132.15"
"chr5",170504703,170504968,266,170504929,4,2.1098,2.27193,0,"B1_vs_B2_peak_88491","B1_vs_B2","C-KD","ENSG00000182132.15"
"chr5",170508810,170509377,568,170509160,9,4.70099,3.5642,0.931067,"B1_vs_B2_peak_88492","B1_vs_B2","C-KD","ENSG00000182132.15"
"chr5",170522155,170523166,1012,170522411,18,6.49912,3.44565,2.03776,"B1_vs_B2_peak_88493","B1_vs_B2","C-KD","ENSG00000182132.15"
"chr5",170581305,170581633,329,170581423,11,3.41945,2.60227,0.308719,"B1_vs_B2_peak_88495","B1_vs_B2","C-KD","ENSG00000182132.15"
"chr5",170585373,170586036,664,170585815,8,2.70906,2.42685,0.0372868,"B1_vs_B2_peak_88496","B1_vs_B2","C-KD","ENSG00000182132.15"
"chr5",170611929,170612199,271,170611971,9,3.28945,2.69649,0.224598,"B1_vs_B2_peak_88498","B1_vs_B2","C-KD","ENSG00000182132.15"
"chr5",170613813,170614096,284,170613917,9,4.30187,3.31422,0.771861,"B1_vs_B2_peak_88499","B1_vs_B2","C-KD","ENSG00000182132.15"
"chr5",170642660,170642957,298,170642836,29,4.63919,2.19945,0.931067,"B1_vs_B2_peak_88504","B1_vs_B2","C-KD","ENSG00000182132.15"
"chr5",170648372,170648941,570,170648520,6,2.58268,2.49494,0,"B1_vs_B2_peak_88505","B1_vs_B2","C-KD","ENSG00000182132.15"
"chr5",170681063,170681446,384,170681211,17,3.28592,2.18906,0.224598,"B1_vs_B2_peak_88506","B1_vs_B2","C-KD","ENSG00000182132.15"
"chr5",170695476,170695741,266,170695590,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_88507","B1_vs_B2","C-KD","ENSG00000182132.15"
"chr5",170713850,170714183,334,170713927,4,2.24863,2.36966,0,"B1_vs_B2_peak_88510","B1_vs_B2","C-KD","ENSG00000182132.15"
"chr5",170745583,170746051,469,170745831,14,3.28903,2.33753,0.224598,"B1_vs_B2_peak_88512","B1_vs_B2","C-KD","ENSG00000253348.2"
"chr5",170747896,170748186,291,170747970,13,4.58431,3.03598,0.931067,"B1_vs_B2_peak_88513","B1_vs_B2","C-KD","ENSG00000253348.2"
"chr5",170783926,170784248,323,170784098,7,3.1755,2.80781,0.175913,"B1_vs_B2_peak_88514","B1_vs_B2","C-KD","ENSG00000253348.2"
"chr5",170862715,170863047,333,170862809,8,3.3828,2.84684,0.291637,"B1_vs_B2_peak_88521","B1_vs_B2","C-KD","ENSG00000204764.15"
"chr5",170893447,170893848,402,170893758,4,2.24863,2.36966,0,"B1_vs_B2_peak_88522","B1_vs_B2","C-KD","ENSG00000204764.15"
"chr5",171014317,171014582,266,171014338,4,2.24863,2.36966,0,"B1_vs_B2_peak_88525","B1_vs_B2","C-KD","ENSG00000204764.15"
"chr5",171036614,171036956,343,171036786,6,3.59846,3.1807,0.414095,"B1_vs_B2_peak_88526","B1_vs_B2","C-KD","ENSG00000204764.15"
"chr5",171075623,171076078,456,171075863,4,2.24863,2.36966,0,"B1_vs_B2_peak_88527","B1_vs_B2","C-KD","ENSG00000204764.15"
"chr5",171079976,171080261,286,171080204,9,2.38596,2.16856,0,"B1_vs_B2_peak_88529","B1_vs_B2","C-KD","ENSG00000204764.15"
"chr5",171092381,171092704,324,171092519,10,2.8851,2.38541,0.0678765,"B1_vs_B2_peak_88530","B1_vs_B2","C-KD","ENSG00000204764.15"
"chr5",171094373,171094758,386,171094523,7,4.66863,3.79146,0.931067,"B1_vs_B2_peak_88531","B1_vs_B2","C-KD","ENSG00000204764.15"
"chr5",171138724,171138989,266,171138829,4,2.24863,2.36966,0,"B1_vs_B2_peak_88532","B1_vs_B2","C-KD","ENSG00000204764.15"
"chr5",171259601,171260096,496,171259863,4,2.24863,2.36966,0,"B1_vs_B2_peak_88533","B1_vs_B2","C-KD","ENSG00000204764.15"
"chr5",171874364,171874861,498,171874616,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_88562","B1_vs_B2","C-KD","ENSG00000072803.19"
"chr5",171887464,171887817,354,171887585,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_88563","B1_vs_B2","C-KD","ENSG00000072803.19"
"chr5",171888179,171888480,302,171888257,7,2.17129,2.1572,0,"B1_vs_B2_peak_88564","B1_vs_B2","C-KD","ENSG00000072803.19"
"chr5",171896041,171896756,716,171896187,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_88565","B1_vs_B2","C-KD","ENSG00000072803.19"
"chr5",171978471,171978736,266,171978543,4,2.24863,2.36966,0,"B1_vs_B2_peak_88568","B1_vs_B2","C-KD","ENSG00000072803.19"
"chr5",172330330,172330636,307,172330389,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_88589","B1_vs_B2","C-KD","ENSG00000174705.14"
"chr5",172331764,172332421,658,172332308,5,1.97771,2.13852,0,"B1_vs_B2_peak_88590","B1_vs_B2","C-KD","ENSG00000174705.14"
"chr5",172346196,172346572,377,172346317,7,3.24183,2.85136,0.206141,"B1_vs_B2_peak_88591","B1_vs_B2","C-KD","ENSG00000174705.14"
"chr5",172365717,172366206,490,172365966,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_88592","B1_vs_B2","C-KD","ENSG00000174705.14"
"chr5",172375580,172376000,421,172375811,5,1.97771,2.13852,0,"B1_vs_B2_peak_88593","B1_vs_B2","C-KD","ENSG00000174705.14"
"chr5",172407799,172408142,344,172407918,9,5.53892,4.0968,1.45299,"B1_vs_B2_peak_88595","B1_vs_B2","C-KD","ENSG00000174705.14"
"chr5",172408443,172408719,277,172408500,4,2.24863,2.36966,0,"B1_vs_B2_peak_88596","B1_vs_B2","C-KD","ENSG00000174705.14"
"chr5",172411972,172412237,266,172412061,5,2.95747,2.81858,0.0678765,"B1_vs_B2_peak_88597","B1_vs_B2","C-KD","ENSG00000174705.14"
"chr5",172429678,172430449,772,172429785,6,2.754,2.61088,0.0627117,"B1_vs_B2_peak_88598","B1_vs_B2","C-KD","ENSG00000174705.14"
"chr5",172437307,172438179,873,172437838,11,2.6081,2.1762,0,"B1_vs_B2_peak_88599","B1_vs_B2","C-KD","ENSG00000174705.14"
"chr5",172438447,172438712,266,172438535,9,3.08673,2.57608,0.114713,"B1_vs_B2_peak_88600","B1_vs_B2","C-KD","ENSG00000174705.14"
"chr5",172443443,172443954,512,172443700,42,5.82879,2.15435,1.63798,"B1_vs_B2_peak_88601","B1_vs_B2","C-KD","ENSG00000174705.14"
"chr5",172984290,172984648,359,172984508,29,4.11194,2.06291,0.638443,"B1_vs_B2_peak_88639","B1_vs_B2","C-KD","ENSG00000113732.10"
"chr5",172994933,172995326,394,172995287,4,2.24863,2.36966,0,"B1_vs_B2_peak_88640","B1_vs_B2","C-KD","ENSG00000113732.10"
"chr5",172998387,172998652,266,172998596,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_88641","B1_vs_B2","C-KD","ENSG00000113732.10"
"chr5",173701227,173701585,359,173701377,6,3.35346,3.01613,0.273834,"B1_vs_B2_peak_88691","B1_vs_B2","C-KD","ENSG00000253428.2"
"chr5",173718020,173718375,356,173718179,11,2.6081,2.1762,0,"B1_vs_B2_peak_88692","B1_vs_B2","C-KD","ENSG00000253428.2"
"chr5",173777292,173777731,440,173777676,9,2.39339,2.17281,0,"B1_vs_B2_peak_88694","B1_vs_B2","C-KD","ENSG00000253428.2"
"chr5",173788964,173789229,266,173789050,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_88695","B1_vs_B2","C-KD","ENSG00000287003.2"
"chr5",173793102,173793367,266,173793230,5,2.86635,2.75639,0.0678765,"B1_vs_B2_peak_88696","B1_vs_B2","C-KD","ENSG00000287003.2"
"chr5",173807997,173808320,324,173808103,5,1.97771,2.13852,0,"B1_vs_B2_peak_88697","B1_vs_B2","C-KD","ENSG00000287003.2"
"chr5",173810716,173811144,429,173810977,7,4.66863,3.79146,0.931067,"B1_vs_B2_peak_88698","B1_vs_B2","C-KD","ENSG00000287003.2"
"chr5",173821264,173821529,266,173821471,5,2.46952,2.4825,0,"B1_vs_B2_peak_88699","B1_vs_B2","C-KD","ENSG00000287003.2"
"chr5",173842776,173843041,266,173842893,5,1.97771,2.13852,0,"B1_vs_B2_peak_88700","B1_vs_B2","C-KD","ENSG00000287003.2"
"chr5",173860137,173860406,270,173860303,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_88702","B1_vs_B2","C-KD","ENSG00000287003.2"
"chr5",173878449,173878714,266,173878644,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_88703","B1_vs_B2","C-KD","ENSG00000287003.2"
"chr5",174391024,174391289,266,174391066,4,2.24863,2.36966,0,"B1_vs_B2_peak_88731","B1_vs_B2","C-KD","ENSG00000249306.8"
"chr5",174402528,174403014,487,174402786,6,2.58268,2.49494,0,"B1_vs_B2_peak_88732","B1_vs_B2","C-KD","ENSG00000249306.8"
"chr5",174488218,174488483,266,174488443,5,1.97771,2.13852,0,"B1_vs_B2_peak_88736","B1_vs_B2","C-KD","ENSG00000249306.8"
"chr5",174521865,174522229,365,174522090,11,2.6081,2.1762,0,"B1_vs_B2_peak_88738","B1_vs_B2","C-KD","ENSG00000249306.8"
"chr5",174528141,174528517,377,174528303,5,2.82244,2.72631,0.0678765,"B1_vs_B2_peak_88739","B1_vs_B2","C-KD","ENSG00000249306.8"
"chr5",175811914,175812179,266,175812037,4,2.24863,2.36966,0,"B1_vs_B2_peak_88788","B1_vs_B2","C-KD","ENSG00000145920.16"
"chr5",175832934,175833199,266,175833162,4,2.1098,2.27193,0,"B1_vs_B2_peak_88789","B1_vs_B2","C-KD","ENSG00000145920.16"
"chr5",175834534,175834875,342,175834671,4,2.24863,2.36966,0,"B1_vs_B2_peak_88790","B1_vs_B2","C-KD","ENSG00000145920.16"
"chr5",175849323,175849606,284,175849407,5,1.97771,2.13852,0,"B1_vs_B2_peak_88791","B1_vs_B2","C-KD","ENSG00000145920.16"
"chr5",175862686,175863057,372,175862847,4,2.14525,2.29699,0,"B1_vs_B2_peak_88792","B1_vs_B2","C-KD","ENSG00000145920.16"
"chr5",175878381,175878731,351,175878501,5,2.86635,2.75639,0.0678765,"B1_vs_B2_peak_88794","B1_vs_B2","C-KD","ENSG00000145920.16"
"chr5",175898220,175898485,266,175898376,4,2.04146,2.2234,0,"B1_vs_B2_peak_88795","B1_vs_B2","C-KD","ENSG00000296891.1"
"chr5",175898767,175899032,266,175898882,6,3.30762,2.98524,0.237729,"B1_vs_B2_peak_88796","B1_vs_B2","C-KD","ENSG00000296891.1"
"chr5",175934415,175934777,363,175934552,4,1.9763,2.17691,0,"B1_vs_B2_peak_88799","B1_vs_B2","C-KD","ENSG00000250820.1"
"chr5",176217485,176217934,450,176217728,8,3.94948,3.20778,0.545882,"B1_vs_B2_peak_88814","B1_vs_B2","C-KD","ENSG00000283235.3"
"chr5",176234795,176235427,633,176235183,13,3.58578,2.5389,0.414095,"B1_vs_B2_peak_88815","B1_vs_B2","C-KD","ENSG00000283235.3"
"chr5",176402874,176403141,268,176402978,7,3.24183,2.85136,0.206141,"B1_vs_B2_peak_88829","B1_vs_B2","C-KD","ENSG00000175416.17"
"chr5",176452737,176453040,304,176452822,10,2.8851,2.38541,0.0678765,"B1_vs_B2_peak_88832","B1_vs_B2","C-KD","ENSG00000113194.14"
"chr5",176455364,176455658,295,176455480,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_88833","B1_vs_B2","C-KD","ENSG00000113194.14"
"chr5",176461181,176461506,326,176461439,5,1.97771,2.13852,0,"B1_vs_B2_peak_88834","B1_vs_B2","C-KD","ENSG00000113194.14"
"chr5",176462896,176463604,709,176463013,4,2.1098,2.27193,0,"B1_vs_B2_peak_88835","B1_vs_B2","C-KD","ENSG00000113194.14"
"chr5",176508038,176508317,280,176508087,8,4.69124,3.68712,0.931067,"B1_vs_B2_peak_88838","B1_vs_B2","C-KD","ENSG00000113194.14"
"chr5",176837621,176838012,392,176837826,32,4.21109,2.01856,0.704166,"B1_vs_B2_peak_88861","B1_vs_B2","C-KD","ENSG00000113763.13"
"chr5",176852021,176852429,409,176852194,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_88863","B1_vs_B2","C-KD","ENSG00000113763.13"
"chr5",176872409,176872674,266,176872456,5,2.1193,2.2379,0,"B1_vs_B2_peak_88864","B1_vs_B2","C-KD","ENSG00000113763.13"
"chr5",176873870,176874135,266,176873891,6,2.82435,2.65851,0.0678765,"B1_vs_B2_peak_88865","B1_vs_B2","C-KD","ENSG00000113763.13"
"chr5",176878564,176878932,369,176878810,5,2.86635,2.75639,0.0678765,"B1_vs_B2_peak_88866","B1_vs_B2","C-KD","ENSG00000113763.13"
"chr5",176879695,176880023,329,176879904,6,3.35346,3.01613,0.273834,"B1_vs_B2_peak_88867","B1_vs_B2","C-KD","ENSG00000113763.13"
"chr5",176934401,176934666,266,176934418,4,2.24863,2.36966,0,"B1_vs_B2_peak_88874","B1_vs_B2","C-KD","ENSG00000087206.18"
"chr5",176940367,176940655,289,176940468,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_88875","B1_vs_B2","C-KD","ENSG00000087206.18"
"chr5",176957873,176958138,266,176958070,4,2.24863,2.36966,0,"B1_vs_B2_peak_88877","B1_vs_B2","C-KD","ENSG00000087206.18"
"chr5",176959110,176959493,384,176959252,9,6.23695,4.54385,1.88853,"B1_vs_B2_peak_88878","B1_vs_B2","C-KD","ENSG00000087206.18"
"chr5",176971994,176972403,410,176972385,5,1.97771,2.13852,0,"B1_vs_B2_peak_88879","B1_vs_B2","C-KD","ENSG00000087206.18"
"chr5",176973574,176973839,266,176973684,4,2.24863,2.36966,0,"B1_vs_B2_peak_88880","B1_vs_B2","C-KD","ENSG00000087206.18"
"chr5",176976247,176976512,266,176976336,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_88881","B1_vs_B2","C-KD","ENSG00000087206.18"
"chr5",176979208,176979473,266,176979294,4,2.24863,2.36966,0,"B1_vs_B2_peak_88882","B1_vs_B2","C-KD","ENSG00000087206.18"
"chr5",176980614,176980879,266,176980848,4,2.24863,2.36966,0,"B1_vs_B2_peak_88883","B1_vs_B2","C-KD","ENSG00000087206.18"
"chr5",176995816,176996152,337,176996062,15,3.77111,2.49336,0.470039,"B1_vs_B2_peak_88885","B1_vs_B2","C-KD","ENSG00000087206.18"
"chr5",177013797,177014062,266,177013825,8,2.70906,2.42685,0.0372868,"B1_vs_B2_peak_88887","B1_vs_B2","C-KD","ENSG00000087206.18"
"chr5",177317963,177318628,666,177318214,20,3.34002,2.09405,0.262627,"B1_vs_B2_peak_88917","B1_vs_B2","C-KD","ENSG00000169223.17"
"chr5",177319381,177319671,291,177319607,7,3.52575,3.03829,0.381927,"B1_vs_B2_peak_88918","B1_vs_B2","C-KD","ENSG00000169223.17"
"chr5",177330193,177330458,266,177330330,4,2.24863,2.36966,0,"B1_vs_B2_peak_88920","B1_vs_B2","C-KD","ENSG00000169223.17"
"chr5",177523412,177523677,266,177523640,4,2.07522,2.2474,0,"B1_vs_B2_peak_88935","B1_vs_B2","C-KD","ENSG00000146067.18"
"chr5",177523880,177524187,308,177523969,4,2.07522,2.2474,0,"B1_vs_B2_peak_88936","B1_vs_B2","C-KD","ENSG00000146067.18"
"chr5",177776967,177777269,303,177777113,4,1.9763,2.17691,0,"B1_vs_B2_peak_88949","B1_vs_B2","C-KD","ENSG00000170074.22"
"chr5",177813424,177813940,517,177813765,6,3.30762,2.98524,0.237729,"B1_vs_B2_peak_88951","B1_vs_B2","C-KD","ENSG00000291113.3"
"chr5",177828291,177828613,323,177828503,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_88952","B1_vs_B2","C-KD","ENSG00000291113.3"
"chr5",177845845,177846474,630,177846109,5,1.97771,2.13852,0,"B1_vs_B2_peak_88953","B1_vs_B2","C-KD","ENSG00000291113.3"
"chr5",177847799,177848185,387,177847997,6,2.43669,2.39624,0,"B1_vs_B2_peak_88954","B1_vs_B2","C-KD","ENSG00000291113.3"
"chr5",177854765,177855030,266,177854969,5,2.65678,2.61229,0.00405961,"B1_vs_B2_peak_88955","B1_vs_B2","C-KD","ENSG00000291113.3"
"chr5",178007569,178007844,276,178007784,8,2.70906,2.42685,0.0372868,"B1_vs_B2_peak_88959","B1_vs_B2","C-KD","ENSG00000204677.14"
"chr5",178085964,178086229,266,178086135,4,2.24863,2.36966,0,"B1_vs_B2_peak_88961","B1_vs_B2","C-KD","ENSG00000204677.14"
"chr5",178162729,178163068,340,178162892,5,2.1193,2.2379,0,"B1_vs_B2_peak_88969","B1_vs_B2","C-KD","ENSG00000289726.1"
"chr5",178173846,178174131,286,178173899,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_88970","B1_vs_B2","C-KD","ENSG00000289726.1"
"chr5",178189163,178189646,484,178189407,8,3.94948,3.20778,0.545882,"B1_vs_B2_peak_88971","B1_vs_B2","C-KD","ENSG00000289726.1"
"chr5",178604299,178604564,266,178604434,4,2.24863,2.36966,0,"B1_vs_B2_peak_89008","B1_vs_B2","C-KD","ENSG00000113240.15"
"chr5",178606802,178607210,409,178607023,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_89009","B1_vs_B2","C-KD","ENSG00000113240.15"
"chr5",178611989,178612394,406,178612250,4,2.1098,2.27193,0,"B1_vs_B2_peak_89010","B1_vs_B2","C-KD","ENSG00000113240.15"
"chr5",178720148,178720505,358,178720267,4,2.24863,2.36966,0,"B1_vs_B2_peak_89016","B1_vs_B2","C-KD","ENSG00000285978.1"
"chr5",179113995,179114260,266,179114104,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_89037","B1_vs_B2","C-KD","ENSG00000087116.18"
"chr5",179132434,179132699,266,179132474,4,2.24863,2.36966,0,"B1_vs_B2_peak_89038","B1_vs_B2","C-KD","ENSG00000087116.18"
"chr5",179570187,179570531,345,179570362,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_89045","B1_vs_B2","C-KD","ENSG00000176783.16"
"chr5",179604201,179604643,443,179604385,5,2.73769,2.66808,0.057438,"B1_vs_B2_peak_89046","B1_vs_B2","C-KD","ENSG00000176783.16"
"chr5",179608184,179608647,464,179608446,8,4.69124,3.68712,0.931067,"B1_vs_B2_peak_89047","B1_vs_B2","C-KD","ENSG00000176783.16"
"chr5",179666124,179666389,266,179666288,4,2.24863,2.36966,0,"B1_vs_B2_peak_89056","B1_vs_B2","C-KD","ENSG00000250999.3"
"chr5",179672358,179672623,266,179672480,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_89057","B1_vs_B2","C-KD","ENSG00000250999.3"
"chr5",179686233,179686498,266,179686263,4,2.24863,2.36966,0,"B1_vs_B2_peak_89058","B1_vs_B2","C-KD","ENSG00000250999.3"
"chr5",179690252,179690662,411,179690453,4,2.24863,2.36966,0,"B1_vs_B2_peak_89059","B1_vs_B2","C-KD","ENSG00000250999.3"
"chr5",179748550,179749171,622,179748738,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_89061","B1_vs_B2","C-KD","ENSG00000161021.14"
"chr5",179758087,179758385,299,179758258,6,2.58268,2.49494,0,"B1_vs_B2_peak_89062","B1_vs_B2","C-KD","ENSG00000161021.14"
"chr5",179767070,179767700,631,179767172,9,3.28945,2.69649,0.224598,"B1_vs_B2_peak_89064","B1_vs_B2","C-KD","ENSG00000161021.14"
"chr5",179811152,179811465,314,179811356,13,7.74568,4.79248,2.85703,"B1_vs_B2_peak_89066","B1_vs_B2","C-KD","ENSG00000161011.21"
"chr5",179828101,179828551,451,179828333,6,2.58268,2.49494,0,"B1_vs_B2_peak_89068","B1_vs_B2","C-KD","ENSG00000161011.21"
"chr5",179828898,179829163,266,179829096,7,3.24183,2.85136,0.206141,"B1_vs_B2_peak_89069","B1_vs_B2","C-KD","ENSG00000161011.21"
"chr5",179832596,179833233,638,179832720,9,3.08673,2.57608,0.114713,"B1_vs_B2_peak_89070","B1_vs_B2","C-KD","ENSG00000161011.21"
"chr5",179833630,179834076,447,179833844,7,2.7807,2.5499,0.0678765,"B1_vs_B2_peak_89071","B1_vs_B2","C-KD","ENSG00000161011.21"
"chr5",179931076,179931609,534,179931264,16,3.50179,2.32244,0.363408,"B1_vs_B2_peak_89075","B1_vs_B2","C-KD","ENSG00000113269.15"
"chr5",179937869,179938145,277,179937959,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_89076","B1_vs_B2","C-KD","ENSG00000113269.15"
"chr5",179939185,179939450,266,179939423,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_89077","B1_vs_B2","C-KD","ENSG00000113269.15"
"chr5",179945482,179945895,414,179945680,7,3.88786,3.27744,0.532405,"B1_vs_B2_peak_89078","B1_vs_B2","C-KD","ENSG00000113269.15"
"chr5",179948051,179948493,443,179948288,12,2.40511,2.02586,0,"B1_vs_B2_peak_89079","B1_vs_B2","C-KD","ENSG00000113269.15"
"chr5",179955973,179956816,844,179956595,7,4.66863,3.79146,0.931067,"B1_vs_B2_peak_89080","B1_vs_B2","C-KD","ENSG00000113269.15"
"chr5",179965947,179966543,597,179966098,4,2.24863,2.36966,0,"B1_vs_B2_peak_89081","B1_vs_B2","C-KD","ENSG00000113269.15"
"chr5",179975217,179975704,488,179975460,17,7.24625,3.90341,2.50677,"B1_vs_B2_peak_89082","B1_vs_B2","C-KD","ENSG00000113269.15"
"chr5",180010156,180010421,266,180010210,4,2.24863,2.36966,0,"B1_vs_B2_peak_89084","B1_vs_B2","C-KD","ENSG00000113269.15"
"chr5",180027527,180027792,266,180027602,5,2.1193,2.2379,0,"B1_vs_B2_peak_89085","B1_vs_B2","C-KD","ENSG00000113269.15"
"chr5",180040381,180040728,348,180040512,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_89086","B1_vs_B2","C-KD","ENSG00000113269.15"
"chr5",180049062,180049463,402,180049205,4,1.9763,2.17691,0,"B1_vs_B2_peak_89087","B1_vs_B2","C-KD","ENSG00000113269.15"
"chr5",180063206,180063471,266,180063384,4,2.24863,2.36966,0,"B1_vs_B2_peak_89088","B1_vs_B2","C-KD","ENSG00000113269.15"
"chr5",180068588,180068985,398,180068791,11,4.41291,3.14976,0.851576,"B1_vs_B2_peak_89089","B1_vs_B2","C-KD","ENSG00000113269.15"
"chr5",180116944,180117368,425,180117196,7,3.44319,2.98386,0.320943,"B1_vs_B2_peak_89092","B1_vs_B2","C-KD","ENSG00000146090.17"
"chr5",180127027,180127307,281,180127140,9,4.96303,3.72983,1.11675,"B1_vs_B2_peak_89093","B1_vs_B2","C-KD","ENSG00000146090.17"
"chr5",180129937,180130312,376,180130132,4,2.24863,2.36966,0,"B1_vs_B2_peak_89094","B1_vs_B2","C-KD","ENSG00000146090.17"
"chr5",180132899,180133230,332,180133079,4,2.24863,2.36966,0,"B1_vs_B2_peak_89097","B1_vs_B2","C-KD","ENSG00000146090.17"
"chr5",180133987,180134657,671,180134201,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_89098","B1_vs_B2","C-KD","ENSG00000146090.17"
"chr5",180170682,180170949,268,180170695,5,1.85742,2.05392,0,"B1_vs_B2_peak_89100","B1_vs_B2","C-KD","ENSG00000146090.17"
"chr5",180194961,180195226,266,180195180,4,2.24863,2.36966,0,"B1_vs_B2_peak_89101","B1_vs_B2","C-KD","ENSG00000146090.17"
"chr5",180291067,180291351,285,180291294,12,2.40511,2.02586,0,"B1_vs_B2_peak_89103","B1_vs_B2","C-KD","ENSG00000050748.19"
"chr5",180309261,180309601,341,180309400,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_89104","B1_vs_B2","C-KD","ENSG00000131459.14"
"chr5",180313428,180313856,429,180313641,5,2.82244,2.72631,0.0678765,"B1_vs_B2_peak_89105","B1_vs_B2","C-KD","ENSG00000131459.14"
"chr5",180331257,180331522,266,180331455,5,2.36632,2.41064,0,"B1_vs_B2_peak_89108","B1_vs_B2","C-KD","ENSG00000131459.14"
"chr5",180352234,180352499,266,180352370,6,2.58862,2.49896,0,"B1_vs_B2_peak_89109","B1_vs_B2","C-KD","ENSG00000131459.14"
"chr5",180605745,180606190,446,180605968,16,5.20103,3.05593,1.29766,"B1_vs_B2_peak_89129","B1_vs_B2","C-KD","ENSG00000037280.17"
"chr5",180615491,180615914,424,180615717,10,2.67796,2.27156,0.0215543,"B1_vs_B2_peak_89130","B1_vs_B2","C-KD","ENSG00000037280.17"
"chr5",180624548,180624893,346,180624726,12,3.9691,2.80999,0.553939,"B1_vs_B2_peak_89132","B1_vs_B2","C-KD","ENSG00000037280.17"
"chr5",180639436,180639791,356,180639632,20,3.28139,2.07389,0.224598,"B1_vs_B2_peak_89133","B1_vs_B2","C-KD","ENSG00000037280.17"
"chr5",180841852,180842291,440,180842075,4,2.24863,2.36966,0,"B1_vs_B2_peak_89152","B1_vs_B2","C-KD","ENSG00000278970.5"
"chr5",180860860,180861801,942,180861046,24,3.79916,2.11254,0.470039,"B1_vs_B2_peak_89154","B1_vs_B2","C-KD","ENSG00000278970.5"
"chr5",181269038,181269431,394,181269277,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_89183","B1_vs_B2","C-KD","ENSG00000248275.5"
"chr5",181273177,181273581,405,181273202,5,1.97771,2.13852,0,"B1_vs_B2_peak_89184","B1_vs_B2","C-KD","ENSG00000248275.5"
