"chr","start","end","length","abs_summit","pileup","X.log10.pvalue.","fold_enrichment","X.log10.qvalue.","name","sample","group","GENE_ID"
"chr9",124051230,124051655,426,124051588,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22573","B2_vs_B1","KD-C","ENSG00000308378.1"
"chr9",124358082,124358416,335,124358184,8.13,2.8277,2.53488,0,"B2_vs_B1_peak_22575","B2_vs_B1","KD-C","ENSG00000136930.14"
"chr9",124610859,124611118,260,124611002,3.61,1.60825,2.21171,0,"B2_vs_B1_peak_22576","B2_vs_B1","KD-C","ENSG00000148200.18"
"chr9",124922049,124922618,570,124922264,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22577","B2_vs_B1","KD-C","ENSG00000136935.15"
"chr9",125322960,125323219,260,125322979,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22581","B2_vs_B1","KD-C","ENSG00000165219.24"
"chr9",125417375,125417931,557,125417584,5.42,1.78085,2.13901,0,"B2_vs_B1_peak_22582","B2_vs_B1","KD-C","ENSG00000297528.1"
"chr9",125484821,125485156,336,125485015,4.51,1.6667,2.15398,0,"B2_vs_B1_peak_22583","B2_vs_B1","KD-C","ENSG00000119487.18"
"chr9",125491881,125492143,263,125492038,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_22584","B2_vs_B1","KD-C","ENSG00000119487.18"
"chr9",125576969,125577228,260,125577122,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22585","B2_vs_B1","KD-C","ENSG00000119487.18"
"chr9",125659548,125659880,333,125659758,7.22,2.9599,2.74091,0,"B2_vs_B1_peak_22586","B2_vs_B1","KD-C","ENSG00000119487.18"
"chr9",125862918,125863423,506,125863166,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22587","B2_vs_B1","KD-C","ENSG00000167081.19"
"chr9",126646954,126647231,278,126647088,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22593","B2_vs_B1","KD-C","ENSG00000136944.19"
"chr9",126650209,126650468,260,126650285,4.51,2.23586,2.60349,0,"B2_vs_B1_peak_22594","B2_vs_B1","KD-C","ENSG00000136944.19"
"chr9",126671496,126672108,613,126671676,17.15,5.26629,3.02566,0.526155,"B2_vs_B1_peak_22595","B2_vs_B1","KD-C","ENSG00000136944.19"
"chr9",126681004,126681263,260,126681068,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22596","B2_vs_B1","KD-C","ENSG00000136944.19"
"chr9",127151398,127151770,373,127151619,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_22598","B2_vs_B1","KD-C","ENSG00000136828.20"
"chr9",127337099,127337364,266,127337108,5.42,2.65158,2.79002,0,"B2_vs_B1_peak_22600","B2_vs_B1","KD-C","ENSG00000136895.19"
"chr9",127480113,127480372,260,127480181,3.61,1.60825,2.21171,0,"B2_vs_B1_peak_22601","B2_vs_B1","KD-C","ENSG00000148356.16"
"chr9",127762073,127762594,522,127762560,20.77,3.14477,2.1009,0,"B2_vs_B1_peak_22602","B2_vs_B1","KD-C","ENSG00000095370.21"
"chr9",128166179,128166467,289,128166210,5.42,2.41274,2.6128,0,"B2_vs_B1_peak_22606","B2_vs_B1","KD-C","ENSG00000148337.23"
"chr9",128385827,128386086,260,128386067,5.42,1.78085,2.13901,0,"B2_vs_B1_peak_22607","B2_vs_B1","KD-C","ENSG00000167118.12"
"chr9",128671107,128671366,260,128671324,6.32,3.24596,3.07816,0,"B2_vs_B1_peak_22608","B2_vs_B1","KD-C","ENSG00000234705.4"
"chr9",128856970,128857229,260,128857130,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22612","B2_vs_B1","KD-C","ENSG00000286112.1"
"chr9",129232728,129233119,392,129232952,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22615","B2_vs_B1","KD-C","ENSG00000235007.3"
"chr9",129874309,129874891,583,129874751,4.51,1.90511,2.34447,0,"B2_vs_B1_peak_22627","B2_vs_B1","KD-C","ENSG00000136878.15"
"chr9",129879283,129879615,333,129879505,5.42,1.96226,2.27554,0,"B2_vs_B1_peak_22628","B2_vs_B1","KD-C","ENSG00000136878.15"
"chr9",129910663,129910979,317,129910790,10.83,3.53412,2.95852,0,"B2_vs_B1_peak_22629","B2_vs_B1","KD-C","ENSG00000187239.20"
"chr9",130209223,130209645,423,130209405,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22631","B2_vs_B1","KD-C","ENSG00000107130.11"
"chr9",130286185,130286482,298,130286315,3.61,1.5055,2.12505,0,"B2_vs_B1_peak_22633","B2_vs_B1","KD-C","ENSG00000148357.18"
"chr9",130299781,130300040,260,130299971,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22634","B2_vs_B1","KD-C","ENSG00000148357.18"
"chr9",130306127,130306408,282,130306212,6.32,2.93642,2.85933,0,"B2_vs_B1_peak_22635","B2_vs_B1","KD-C","ENSG00000148357.18"
"chr9",130341770,130342293,524,130341896,7.22,3.21978,2.91586,0,"B2_vs_B1_peak_22636","B2_vs_B1","KD-C","ENSG00000148357.18"
"chr9",130349881,130350140,260,130350055,4.51,2.07919,2.48164,0,"B2_vs_B1_peak_22637","B2_vs_B1","KD-C","ENSG00000148357.18"
"chr9",130398903,130399204,302,130398961,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22638","B2_vs_B1","KD-C","ENSG00000148357.18"
"chr9",130459234,130459806,573,130459397,6.32,3.4458,3.21894,0,"B2_vs_B1_peak_22640","B2_vs_B1","KD-C","ENSG00000130707.19"
"chr9",130630164,130630448,285,130630319,8.13,3.62443,3.04185,0,"B2_vs_B1_peak_22643","B2_vs_B1","KD-C","ENSG00000107164.18"
"chr9",130668953,130669212,260,130669173,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22644","B2_vs_B1","KD-C","ENSG00000130711.5"
"chr9",130730367,130730626,260,130730410,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_22645","B2_vs_B1","KD-C","ENSG00000097007.21"
"chr9",130885458,130885717,260,130885526,5.42,2.6094,2.75883,0,"B2_vs_B1_peak_22646","B2_vs_B1","KD-C","ENSG00000097007.21"
"chr9",131329207,131329466,260,131329377,4.51,2.11678,2.51102,0,"B2_vs_B1_peak_22653","B2_vs_B1","KD-C","ENSG00000160539.7"
"chr9",131342412,131342671,260,131342516,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22654","B2_vs_B1","KD-C","ENSG00000160539.7"
"chr9",131602734,131603010,277,131602964,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22656","B2_vs_B1","KD-C","ENSG00000107263.20"
"chr9",131861155,131861652,498,131861376,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22659","B2_vs_B1","KD-C","ENSG00000160563.15"
"chr9",132215927,132216310,384,132216246,3.61,1.56716,2.17722,0,"B2_vs_B1_peak_22661","B2_vs_B1","KD-C","ENSG00000196358.13"
"chr9",132224589,132225007,419,132224633,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22662","B2_vs_B1","KD-C","ENSG00000196358.13"
"chr9",132228461,132228720,260,132228579,5.42,2.73908,2.85455,0,"B2_vs_B1_peak_22663","B2_vs_B1","KD-C","ENSG00000196358.13"
"chr9",132282062,132282321,260,132282304,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22664","B2_vs_B1","KD-C","ENSG00000107290.15"
"chr9",132814722,132815033,312,132814904,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22669","B2_vs_B1","KD-C","ENSG00000165695.11"
"chr9",133638683,133639003,321,133638916,3.61,1.60825,2.21171,0,"B2_vs_B1_peak_22673","B2_vs_B1","KD-C","ENSG00000123454.13"
"chr9",133642801,133643060,260,133643021,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22674","B2_vs_B1","KD-C","ENSG00000123454.13"
"chr9",133831553,133831812,260,133831623,7.22,2.9599,2.74091,0,"B2_vs_B1_peak_22676","B2_vs_B1","KD-C","ENSG00000160293.18"
"chr9",133899563,133899822,260,133899621,4.51,2.27781,2.63585,0,"B2_vs_B1_peak_22678","B2_vs_B1","KD-C","ENSG00000160293.18"
"chr9",134392143,134392758,616,134392216,16.25,3.01855,2.15639,0,"B2_vs_B1_peak_22680","B2_vs_B1","KD-C","ENSG00000186350.12"
"chr9",134668662,134669016,355,134668779,7.22,4.73836,3.94381,0.188214,"B2_vs_B1_peak_22683","B2_vs_B1","KD-C","ENSG00000130635.18"
"chr9",134820772,134821057,286,134820936,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_22684","B2_vs_B1","KD-C","ENSG00000130635.18"
"chr9",135458034,135458425,392,135458279,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22696","B2_vs_B1","KD-C","ENSG00000225361.5"
"chr9",135703263,135703540,278,135703343,5.42,2.65158,2.79002,0,"B2_vs_B1_peak_22700","B2_vs_B1","KD-C","ENSG00000165643.12"
"chr9",135750160,135750518,359,135750349,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22701","B2_vs_B1","KD-C","ENSG00000107147.15"
"chr9",135754560,135755038,479,135754788,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22702","B2_vs_B1","KD-C","ENSG00000107147.15"
"chr9",136041988,136042250,263,136042030,6.32,3.84651,3.49898,0,"B2_vs_B1_peak_22706","B2_vs_B1","KD-C","ENSG00000148411.9"
"chr9",136235462,136235792,331,136235713,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22709","B2_vs_B1","KD-C","ENSG00000165661.18"
"chr9",137011998,137012488,491,137012330,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22715","B2_vs_B1","KD-C","ENSG00000107331.19"
"chr9",137103706,137103975,270,137103856,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_22716","B2_vs_B1","KD-C","ENSG00000177239.17"
"chr9",137328792,137329116,325,137328933,10.83,2.42088,2.29342,0,"B2_vs_B1_peak_22720","B2_vs_B1","KD-C","ENSG00000187609.17"
"chr9",137329508,137330068,561,137329703,12.64,4.61797,3.31062,0.188214,"B2_vs_B1_peak_22721","B2_vs_B1","KD-C","ENSG00000187609.17"
"chr9",137401099,137401377,279,137401147,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22723","B2_vs_B1","KD-C","ENSG00000187609.17"
"chr9",137517197,137518923,1727,137517509,12.64,4.61797,3.31062,0.188214,"B2_vs_B1_peak_22726","B2_vs_B1","KD-C","ENSG00000130653.17"
"chr9",137776577,137776836,260,137776659,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22728","B2_vs_B1","KD-C","ENSG00000181090.22"
"chr9",137809795,137810265,471,137810042,5.42,2.6094,2.75883,0,"B2_vs_B1_peak_22729","B2_vs_B1","KD-C","ENSG00000181090.22"
"chr9",137845513,137845901,389,137845706,13.54,3.43201,2.56032,0,"B2_vs_B1_peak_22730","B2_vs_B1","KD-C","ENSG00000181090.22"
"chr9",137847627,137847886,260,137847857,5.42,2.41274,2.6128,0,"B2_vs_B1_peak_22731","B2_vs_B1","KD-C","ENSG00000181090.22"
"chr9",137947013,137947272,260,137947072,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22732","B2_vs_B1","KD-C","ENSG00000148408.16"
"chr9",137976904,137977281,378,137977010,7.22,3.65712,3.212,0,"B2_vs_B1_peak_22733","B2_vs_B1","KD-C","ENSG00000148408.16"
"chr9",138021875,138022398,524,138022099,7.22,4.73836,3.94381,0.188214,"B2_vs_B1_peak_22734","B2_vs_B1","KD-C","ENSG00000148408.16"
"chr9",138110107,138110390,284,138110315,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22735","B2_vs_B1","KD-C","ENSG00000148408.16"
"chr9",138118521,138118780,260,138118532,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22736","B2_vs_B1","KD-C","ENSG00000148408.16"
"chr9",138231301,138231619,319,138231508,26.18,3.87501,2.09095,0,"B2_vs_B1_peak_22738","B2_vs_B1","KD-C","ENSG00000290585.2"
"chr9",138232882,138233383,502,138233068,15.35,3.2932,2.33547,0,"B2_vs_B1_peak_22740","B2_vs_B1","KD-C","ENSG00000290585.2"
"chr9",138241301,138241704,404,138241430,4.51,1.97212,2.39748,0,"B2_vs_B1_peak_22741","B2_vs_B1","KD-C","ENSG00000290585.2"
"chr9",138245424,138245838,415,138245648,8.13,5.66288,4.37683,0.716457,"B2_vs_B1_peak_22742","B2_vs_B1","KD-C","ENSG00000290585.2"
"chr9",138253339,138253743,405,138253531,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22743","B2_vs_B1","KD-C","ENSG00000290585.2"
"chr9",138286421,138286772,352,138286680,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_22744","B2_vs_B1","KD-C","ENSG00000290585.2"
"chr9",138291345,138291604,260,138291542,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22745","B2_vs_B1","KD-C","ENSG00000290585.2"
"chr9",138293075,138293538,464,138293209,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22746","B2_vs_B1","KD-C","ENSG00000290585.2"
"chrX",1474797,1475056,260,1474950,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22758","B2_vs_B1","KD-C","ENSG00000182162.12"
"chrX",2325617,2325876,260,2325692,6.32,3.39407,3.18255,0,"B2_vs_B1_peak_22764","B2_vs_B1","KD-C","ENSG00000169084.15"
"chrX",2800648,2800907,260,2800799,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22766","B2_vs_B1","KD-C","ENSG00000124343.14"
"chrX",3606303,3606562,260,3606406,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22775","B2_vs_B1","KD-C","ENSG00000183943.7"
"chrX",3650679,3650982,304,3650789,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22776","B2_vs_B1","KD-C","ENSG00000183943.7"
"chrX",3652682,3652955,274,3652743,7.22,4.19197,3.57509,0,"B2_vs_B1_peak_22777","B2_vs_B1","KD-C","ENSG00000183943.7"
"chrX",3680568,3680827,260,3680643,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22778","B2_vs_B1","KD-C","ENSG00000183943.7"
"chrX",3919582,3919996,415,3919773,10.83,3.39339,2.87235,0,"B2_vs_B1_peak_22781","B2_vs_B1","KD-C","ENSG00000285756.3"
"chrX",3936665,3937014,350,3936768,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22782","B2_vs_B1","KD-C","ENSG00000285756.3"
"chrX",7085697,7086029,333,7085894,6.32,3.10757,2.98041,0,"B2_vs_B1_peak_22791","B2_vs_B1","KD-C","ENSG00000130021.16"
"chrX",7170956,7171301,346,7171078,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22792","B2_vs_B1","KD-C","ENSG00000101846.10"
"chrX",7390159,7390652,494,7390502,3.61,1.60825,2.21171,0,"B2_vs_B1_peak_22793","B2_vs_B1","KD-C","ENSG00000101846.10"
"chrX",7548177,7548436,260,7548220,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22794","B2_vs_B1","KD-C","ENSG00000101846.10"
"chrX",7602483,7602742,260,7602694,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22795","B2_vs_B1","KD-C","ENSG00000101846.10"
"chrX",7626377,7626661,285,7626556,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22796","B2_vs_B1","KD-C","ENSG00000101846.10"
"chrX",7937035,7937342,308,7937145,3.61,1.60825,2.21171,0,"B2_vs_B1_peak_22798","B2_vs_B1","KD-C","ENSG00000285679.3"
"chrX",8045040,8045299,260,8045160,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22799","B2_vs_B1","KD-C","ENSG00000285679.3"
"chrX",8192143,8192402,260,8192262,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22801","B2_vs_B1","KD-C","ENSG00000285679.3"
"chrX",9131188,9131447,260,9131435,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22804","B2_vs_B1","KD-C","ENSG00000177138.17"
"chrX",9466180,9466473,294,9466258,12.64,2.6949,2.27329,0,"B2_vs_B1_peak_22807","B2_vs_B1","KD-C","ENSG00000101849.19"
"chrX",9472717,9472987,271,9472956,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22808","B2_vs_B1","KD-C","ENSG00000101849.19"
"chrX",9550888,9551147,260,9551062,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_22809","B2_vs_B1","KD-C","ENSG00000101849.19"
"chrX",9803851,9804181,331,9804078,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22810","B2_vs_B1","KD-C","ENSG00000146950.13"
"chrX",9835300,9835579,280,9835456,7.22,2.54196,2.46189,0,"B2_vs_B1_peak_22811","B2_vs_B1","KD-C","ENSG00000146950.13"
"chrX",9852463,9852722,260,9852637,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22812","B2_vs_B1","KD-C","ENSG00000146950.13"
"chrX",9907720,9908121,402,9907771,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22813","B2_vs_B1","KD-C","ENSG00000146950.13"
"chrX",10534656,10534915,260,10534754,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22814","B2_vs_B1","KD-C","ENSG00000101871.18"
"chrX",10553155,10553429,275,10553180,5.42,1.96226,2.27554,0,"B2_vs_B1_peak_22815","B2_vs_B1","KD-C","ENSG00000101871.18"
"chrX",10922146,10922408,263,10922323,9.93,4.19326,3.5491,0,"B2_vs_B1_peak_22816","B2_vs_B1","KD-C","ENSG00000234129.11"
"chrX",11430986,11431657,672,11431232,6.32,2.34354,2.43996,0,"B2_vs_B1_peak_22817","B2_vs_B1","KD-C","ENSG00000047648.23"
"chrX",11514721,11515003,283,11514868,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_22818","B2_vs_B1","KD-C","ENSG00000047648.23"
"chrX",11531059,11531318,260,11531209,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22819","B2_vs_B1","KD-C","ENSG00000047648.23"
"chrX",11944702,11944961,260,11944762,7.22,1.92429,2.05568,0,"B2_vs_B1_peak_22820","B2_vs_B1","KD-C","ENSG00000169933.17"
"chrX",12159813,12160113,301,12159984,6.32,2.34354,2.43996,0,"B2_vs_B1_peak_22821","B2_vs_B1","KD-C","ENSG00000169933.17"
"chrX",17044402,17044661,260,17044571,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22833","B2_vs_B1","KD-C","ENSG00000169891.19"
"chrX",17082869,17083485,617,17082919,8.13,5.66288,4.37683,0.716457,"B2_vs_B1_peak_22834","B2_vs_B1","KD-C","ENSG00000169891.19"
"chrX",17380803,17381062,260,17380986,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22837","B2_vs_B1","KD-C","ENSG00000188158.17"
"chrX",17830221,17830480,260,17830286,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22839","B2_vs_B1","KD-C","ENSG00000131831.19"
"chrX",17837855,17838114,260,17837918,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22840","B2_vs_B1","KD-C","ENSG00000131831.19"
"chrX",17912579,17912838,260,17912760,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22842","B2_vs_B1","KD-C","ENSG00000225882.2"
"chrX",18057088,18057347,260,18057206,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22843","B2_vs_B1","KD-C","ENSG00000225882.2"
"chrX",18272926,18273245,320,18272988,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22844","B2_vs_B1","KD-C","ENSG00000102098.20"
"chrX",18312747,18313118,372,18312943,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22845","B2_vs_B1","KD-C","ENSG00000102098.20"
"chrX",18747382,18747641,260,18747420,3.61,1.60825,2.21171,0,"B2_vs_B1_peak_22849","B2_vs_B1","KD-C","ENSG00000086717.20"
"chrX",19006038,19006297,260,19006191,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22850","B2_vs_B1","KD-C","ENSG00000286724.2"
"chrX",19391629,19391937,309,19391783,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_22853","B2_vs_B1","KD-C","ENSG00000180815.16"
"chrX",19670590,19670859,270,19670837,7.22,1.92429,2.05568,0,"B2_vs_B1_peak_22854","B2_vs_B1","KD-C","ENSG00000147010.20"
"chrX",19881671,19881930,260,19881780,6.32,2.93642,2.85933,0,"B2_vs_B1_peak_22855","B2_vs_B1","KD-C","ENSG00000147010.20"
"chrX",20184442,20184746,305,20184506,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22856","B2_vs_B1","KD-C","ENSG00000177189.15"
"chrX",20966519,20966778,260,20966617,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22857","B2_vs_B1","KD-C","ENSG00000283380.2"
"chrX",21358462,21358721,260,21358656,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22858","B2_vs_B1","KD-C","ENSG00000283380.2"
"chrX",22538683,22538942,260,22538862,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_22860","B2_vs_B1","KD-C","ENSG00000233067.5"
"chrX",22702136,22702395,260,22702200,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22861","B2_vs_B1","KD-C","ENSG00000233067.5"
"chrX",23242400,23242659,260,23242524,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_22862","B2_vs_B1","KD-C","ENSG00000233067.5"
"chrX",24296926,24297207,282,24297069,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_22867","B2_vs_B1","KD-C","ENSG00000304417.1"
"chrX",24807079,24807681,603,24807207,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22869","B2_vs_B1","KD-C","ENSG00000101868.14"
"chrX",24827840,24828099,260,24828006,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22870","B2_vs_B1","KD-C","ENSG00000101868.14"
"chrX",24863193,24863452,260,24863294,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22871","B2_vs_B1","KD-C","ENSG00000101868.14"
"chrX",24909878,24910137,260,24910043,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22872","B2_vs_B1","KD-C","ENSG00000101868.14"
"chrX",25038864,25039123,260,25038986,3.61,1.60825,2.21171,0,"B2_vs_B1_peak_22873","B2_vs_B1","KD-C","ENSG00000309327.1"
"chrX",25180989,25181251,263,25181138,7.22,4.73836,3.94381,0.188214,"B2_vs_B1_peak_22874","B2_vs_B1","KD-C","ENSG00000294456.1"
"chrX",29797706,29797986,281,29797901,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22878","B2_vs_B1","KD-C","ENSG00000169306.11"
"chrX",31033703,31033962,260,31033830,4.51,2.07919,2.48164,0,"B2_vs_B1_peak_22884","B2_vs_B1","KD-C","ENSG00000295010.1"
"chrX",31266331,31266590,260,31266523,6.32,3.39407,3.18255,0,"B2_vs_B1_peak_22886","B2_vs_B1","KD-C","ENSG00000198947.18"
"chrX",31542542,31542932,391,31542739,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22887","B2_vs_B1","KD-C","ENSG00000198947.18"
"chrX",33211517,33211776,260,33211678,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22888","B2_vs_B1","KD-C","ENSG00000198947.18"
"chrX",36043733,36043992,260,36043845,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22893","B2_vs_B1","KD-C","ENSG00000165164.14"
"chrX",36779316,36779692,377,36779436,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22894","B2_vs_B1","KD-C","ENSG00000290955.2"
"chrX",37405411,37405725,315,37405670,5.42,3.03029,3.06742,0,"B2_vs_B1_peak_22895","B2_vs_B1","KD-C","ENSG00000130962.20"
"chrX",37517785,37518044,260,37517919,6.32,3.86352,3.51078,0,"B2_vs_B1_peak_22896","B2_vs_B1","KD-C","ENSG00000250349.3"
"chrX",39568739,39568998,260,39568911,3.61,1.60825,2.21171,0,"B2_vs_B1_peak_22899","B2_vs_B1","KD-C","ENSG00000300611.1"
"chrX",39781800,39782144,345,39781952,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22900","B2_vs_B1","KD-C","ENSG00000261435.2"
"chrX",39853629,39853910,282,39853686,9.03,5.05902,3.80151,0.402259,"B2_vs_B1_peak_22901","B2_vs_B1","KD-C","ENSG00000261435.2"
"chrX",40264171,40264430,260,40264299,6.32,3.60879,3.33328,0,"B2_vs_B1_peak_22906","B2_vs_B1","KD-C","ENSG00000236393.3"
"chrX",40351893,40352362,470,40352127,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22907","B2_vs_B1","KD-C","ENSG00000236393.3"
"chrX",41301335,41301640,306,41301568,5.42,1.78085,2.13901,0,"B2_vs_B1_peak_22908","B2_vs_B1","KD-C","ENSG00000301689.1"
"chrX",41578382,41578763,382,41578530,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22910","B2_vs_B1","KD-C","ENSG00000147044.24"
"chrX",42524250,42524509,260,42524369,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22913","B2_vs_B1","KD-C","ENSG00000231772.5"
"chrX",42892683,42892960,278,42892897,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22914","B2_vs_B1","KD-C","ENSG00000301130.1"
"chrX",44232353,44232612,260,44232481,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22916","B2_vs_B1","KD-C","ENSG00000183690.14"
"chrX",44997290,44997567,278,44997427,7.22,3.65712,3.212,0,"B2_vs_B1_peak_22918","B2_vs_B1","KD-C","ENSG00000147050.19"
"chrX",45236260,45236627,368,45236469,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22919","B2_vs_B1","KD-C","ENSG00000229491.6"
"chrX",45517484,45517743,260,45517594,5.42,2.92801,2.99302,0,"B2_vs_B1_peak_22920","B2_vs_B1","KD-C","ENSG00000229563.8"
"chrX",45581205,45581655,451,45581402,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22921","B2_vs_B1","KD-C","ENSG00000229563.8"
"chrX",46607546,46607805,260,46607620,6.32,2.2537,2.37658,0,"B2_vs_B1_peak_22925","B2_vs_B1","KD-C","ENSG00000065923.11"
"chrX",46629444,46629703,260,46629605,7.22,3.56287,3.14805,0,"B2_vs_B1_peak_22926","B2_vs_B1","KD-C","ENSG00000065923.11"
"chrX",47058936,47059195,260,47059046,3.61,1.60825,2.21171,0,"B2_vs_B1_peak_22928","B2_vs_B1","KD-C","ENSG00000102221.14"
"chrX",47958766,47959063,298,47958860,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22938","B2_vs_B1","KD-C","ENSG00000197779.16"
"chrX",48906233,48906561,329,48906326,5.42,3.04456,3.07776,0,"B2_vs_B1_peak_22943","B2_vs_B1","KD-C","ENSG00000102100.17"
"chrX",49345356,49345628,273,49345584,12.64,2.6949,2.27329,0,"B2_vs_B1_peak_22953","B2_vs_B1","KD-C","ENSG00000275113.1"
"chrX",49533902,49534215,314,49533968,9.93,3.85989,3.32458,0,"B2_vs_B1_peak_22955","B2_vs_B1","KD-C","ENSG00000237671.5"
"chrX",49535267,49535549,283,49535320,9.93,2.16181,2.23086,0,"B2_vs_B1_peak_22956","B2_vs_B1","KD-C","ENSG00000237671.5"
"chrX",49544666,49544945,280,49544873,9.03,2.08979,2.00568,0,"B2_vs_B1_peak_22957","B2_vs_B1","KD-C","ENSG00000227488.3"
"chrX",49589717,49590020,304,49589909,9.03,3.1114,2.59803,0,"B2_vs_B1_peak_22965","B2_vs_B1","KD-C","ENSG00000189064.10"
"chrX",49591096,49591426,331,49591304,8.13,2.85711,2.55332,0,"B2_vs_B1_peak_22966","B2_vs_B1","KD-C","ENSG00000189064.10"
"chrX",50014577,50014852,276,50014695,4.51,2.28937,2.64474,0,"B2_vs_B1_peak_22968","B2_vs_B1","KD-C","ENSG00000171365.18"
