"","chr","start","end","GENE_ID"
"1073","chr21",14306425,14306479,"ENSG00000291052.2"
"1074","chr21",15135173,15135230,"ENSG00000288536.2"
"1075","chr21",16536775,16537126,"ENSG00000215386.16"
"1076","chr21",17442290,17442533,"ENSG00000296104.1"
"1077","chr21",17479649,17480056,NA
"1078","chr21",18833045,18833317,NA
"1079","chr21",29175724,29175733,"ENSG00000156265.18"
"1080","chr21",32349389,32349471,"ENSG00000142207.8"
"1081","chr21",33348771,33349058,"ENSG00000142166.16"
"1082","chr21",33730241,33730384,"ENSG00000249209.2"
"1083","chr21",33861792,33862093,"ENSG00000249209.2"
"1084","chr21",34027989,34028254,"ENSG00000237945.10"
"1085","chr21",36988236,36988553,"ENSG00000159267.18"
"1086","chr21",37445261,37445600,"ENSG00000157540.23"
"1087","chr21",37800103,37800376,"ENSG00000157542.12"
"1088","chr21",41232132,41232395,"ENSG00000182240.17"
"1089","chr21",41265117,41265282,"ENSG00000182240.17"
"1090","chr21",41502217,41502424,"ENSG00000184012.15"
"1091","chr21",42153457,42153579,"ENSG00000304334.1"
"1092","chr21",43880163,43880738,"ENSG00000160216.21"
"1093","chr21",44292378,44292651,"ENSG00000160224.18"
"1094","chr21",44989546,44989811,NA
"1095","chr21",45875363,45875480,"ENSG00000183570.18"
"1096","chr22",13703293,13703566,NA
"1097","chr22",15841821,15841850,"ENSG00000206195.12"
"1098","chr22",16603869,16604121,"ENSG00000290418.2"
"1099","chr22",17578235,17578510,"ENSG00000182902.15"
"1100","chr22",17891408,17891997,"ENSG00000243156.9"
"1101","chr22",18110013,18110271,"ENSG00000288683.1"
"1102","chr22",19535003,19535387,NA
"1103","chr22",19619747,19619791,NA
"1104","chr22",19725154,19725243,NA
"1105","chr22",19955457,19955809,"ENSG00000093010.16"
"1106","chr22",20577673,20578165,"ENSG00000099917.18"
"1107","chr22",22684983,22685248,NA
"1108","chr22",22960390,22960511,NA
"1109","chr22",24325175,24325330,"ENSG00000100014.21"
"1110","chr22",25774596,25774874,"ENSG00000133454.16"
"1111","chr22",28221977,28222230,"ENSG00000100154.15"
"1112","chr22",29217177,29217455,"ENSG00000186998.17"
"1113","chr22",29257763,29258030,"ENSG00000186998.17"
"1114","chr22",29344159,29344691,"ENSG00000100280.18"
"1115","chr22",33515838,33516057,"ENSG00000133424.23"
"1116","chr22",33837860,33838477,"ENSG00000133424.23"
"1117","chr22",35554542,35554737,NA
"1118","chr22",36107881,36107996,NA
"1119","chr22",36433325,36433425,NA
"1120","chr22",37178736,37178985,"ENSG00000235237.2"
"1121","chr22",38087885,38088158,"ENSG00000128298.19"
"1122","chr22",38187320,38187533,"ENSG00000184381.21"
"1123","chr22",38353964,38354139,"ENSG00000283900.1"
"1124","chr22",39349284,39349590,NA
"1125","chr22",39534719,39534779,NA
"1126","chr22",40178810,40179233,"ENSG00000100354.23"
"1127","chr22",40732761,40733048,"ENSG00000302971.1"
"1128","chr22",41123182,41123269,"ENSG00000100393.17"
"1129","chr22",42313932,42314120,"ENSG00000100207.21"
"1130","chr22",43009000,43009078,"ENSG00000100266.20"
"1131","chr22",43228468,43228665,"ENSG00000159307.21"
"1132","chr22",44361061,44361329,NA
"1133","chr22",46421162,46421528,"ENSG00000075275.18"
"1134","chr22",49767427,49767582,NA
"1135","chr22",49895171,49895254,"ENSG00000100426.9"
"1136","chr22",50545643,50545755,"ENSG00000272666.2"
"1137","chr22",50675600,50675832,"ENSG00000251322.12"
"1138","chr3",3183798,3184028,"ENSG00000302363.1"
"1139","chr3",4322682,4323016,"ENSG00000144455.15"
"1140","chr3",5218172,5218193,"ENSG00000134109.11"
"1141","chr3",7565462,7565831,"ENSG00000196277.17"
"1142","chr3",11019130,11019654,"ENSG00000157103.13"
"1143","chr3",12351281,12351565,"ENSG00000132170.25"
"1144","chr3",12413174,12413740,"ENSG00000132170.25"
"1145","chr3",12413903,12414312,"ENSG00000132170.25"
"1146","chr3",12436366,12436488,NA
"1147","chr3",12436650,12436714,NA
"1148","chr3",13002510,13002944,"ENSG00000144711.17"
"1149","chr3",14595558,14595831,"ENSG00000298555.1"
"1150","chr3",14967458,14967617,"ENSG00000177463.17"
"1151","chr3",15250608,15250647,"ENSG00000131375.11"
"1152","chr3",16130309,16130453,"ENSG00000287042.4"
"1153","chr3",29057451,29057533,"ENSG00000283563.1"
"1154","chr3",29291245,29291712,"ENSG00000283563.1"
"1155","chr3",30115225,30115475,NA
"1156","chr3",31067053,31067398,"ENSG00000307279.1"
"1157","chr3",31225798,31226096,"ENSG00000297141.1"
"1158","chr3",32380015,32380568,NA
"1159","chr3",37927774,37928075,"ENSG00000144677.16"
"1160","chr3",38086016,38086189,"ENSG00000008226.21"
"1161","chr3",38523516,38523713,"ENSG00000157036.14"
"1162","chr3",39794621,39795372,NA
"1163","chr3",43411496,43411769,"ENSG00000163788.15"
"1164","chr3",46860358,46860627,"ENSG00000160808.14"
"1165","chr3",47617799,47618003,"ENSG00000173473.12"
"1166","chr3",47718895,47719167,"ENSG00000173473.12"
"1167","chr3",49959348,49959621,"ENSG00000004534.16"
"1168","chr3",50370584,50370904,"ENSG00000007402.13"
"1169","chr3",50377301,50377303,"ENSG00000007402.13"
"1170","chr3",51396257,51396535,"ENSG00000259956.2"
"1171","chr3",51933715,51933737,"ENSG00000114767.8"
"1172","chr3",53250903,53251245,"ENSG00000163931.18"
"1173","chr3",54423793,54424062,"ENSG00000157445.17"
"1174","chr3",57998687,57998944,NA
"1175","chr3",58201476,58201805,"ENSG00000163687.15"
"1176","chr3",64463643,64463795,"ENSG00000299249.1"
"1177","chr3",65584131,65584318,"ENSG00000151276.24"
"1178","chr3",66154134,66154206,"ENSG00000144741.20"
"1179","chr3",79953404,79954096,NA
"1180","chr3",88002981,88003327,NA
"1181","chr3",94612640,94612959,NA
"1182","chr3",96354748,96355042,NA
"1183","chr3",99246196,99246525,"ENSG00000240476.3"
"1184","chr3",99313548,99313843,"ENSG00000240476.3"
"1185","chr3",107588016,107588353,"ENSG00000114439.20"
"1186","chr3",109731905,109732050,"ENSG00000242029.1"
"1187","chr3",112579695,112580085,"ENSG00000138459.10"
"1188","chr3",113718286,113718369,"ENSG00000121579.15"
"1189","chr3",114320327,114320556,"ENSG00000181722.19"
"1190","chr3",120785751,120786029,NA
"1191","chr3",124186218,124186476,"ENSG00000160145.16"
"1192","chr3",124592613,124592958,"ENSG00000160145.16"
"1193","chr3",127848362,127848364,"ENSG00000074416.17"
"1194","chr3",128556915,128557396,NA
"1195","chr3",129052733,129053053,"ENSG00000303956.1"
"1196","chr3",129723780,129724136,"ENSG00000172765.20"
"1197","chr3",132238210,132238299,"ENSG00000196353.14"
"1198","chr3",136963438,136963443,"ENSG00000174564.14"
"1199","chr3",142596176,142596331,"ENSG00000120756.14"
"1200","chr3",149534732,149534905,"ENSG00000018408.16"
"1201","chr3",149765837,149766110,"ENSG00000206199.11"
"1202","chr3",151765904,151765985,"ENSG00000242908.7"
"1203","chr3",152019979,152020248,"ENSG00000297471.1"
"1204","chr3",152241699,152241769,NA
"1205","chr3",152426041,152426057,"ENSG00000152601.19"
"1206","chr3",156044745,156044916,"ENSG00000169282.19"
"1207","chr3",157134560,157134994,"ENSG00000241135.9"
"1208","chr3",157159208,157159474,"ENSG00000241135.9"
"1209","chr3",158776372,158776597,"ENSG00000118855.22"
"1210","chr3",171606272,171606537,"ENSG00000075651.18"
"1211","chr3",172009930,172010048,NA
"1212","chr3",172342304,172342568,"ENSG00000075420.14"
"1213","chr3",179266857,179267146,NA
"1214","chr3",182937978,182938036,NA
"1215","chr3",183062282,183062531,"ENSG00000078070.15"
"1216","chr3",183295350,183295648,"ENSG00000053524.13"
"1217","chr3",183327291,183327735,"ENSG00000053524.13"
"1218","chr3",185813763,185813912,"ENSG00000073792.17"
"1219","chr3",190366140,190366167,"ENSG00000113946.5"
"1220","chr3",192826666,192826936,"ENSG00000180611.7"
"1221","chr3",195072547,195072813,"ENSG00000173950.16"
"1222","chr3",195959515,195959695,"ENSG00000290763.2"
"1223","chr3",196422999,196423334,"ENSG00000163960.14"
"1224","chr3",197088483,197088773,"ENSG00000075711.22"
"1225","chr4",828941,829258,NA
"1226","chr4",1300621,1300785,"ENSG00000090316.17"
"1227","chr4",3293954,3294303,"ENSG00000159788.21"
"1228","chr4",5655446,5655649,"ENSG00000173040.14"
"1229","chr4",7539632,7540013,"ENSG00000184985.17"
"1230","chr4",8021885,8022158,"ENSG00000163995.22"
"1231","chr4",8156701,8157174,"ENSG00000163995.22"
"1232","chr4",9891137,9891401,"ENSG00000109667.13"
"1233","chr4",11507924,11508275,NA
"1234","chr4",20506766,20507006,"ENSG00000145147.21"
"1235","chr4",21512440,21512667,"ENSG00000185774.17"
"1236","chr4",21952634,21953008,"ENSG00000250039.4"
"1237","chr4",24519714,24519972,"ENSG00000109606.14"
"1238","chr4",27009587,27009891,"ENSG00000109689.20"
"1239","chr4",29295418,29295532,NA
"1240","chr4",31086778,31086929,"ENSG00000169851.17"
"1241","chr4",38322810,38323075,"ENSG00000248227.2"
"1242","chr4",39324514,39324807,"ENSG00000035928.18"
"1243","chr4",39614780,39615059,"ENSG00000163683.13"
"1244","chr4",52026001,52026405,"ENSG00000163069.14"
"1245","chr4",52864659,52864996,"ENSG00000293643.1"
"1246","chr4",52913597,52914108,"ENSG00000184178.18"
"1247","chr4",53050431,53050479,"ENSG00000184178.18"
"1248","chr4",53654559,53654824,"ENSG00000282278.1"
"1249","chr4",54904724,54904890,NA
"1250","chr4",56048828,56049074,NA
"1251","chr4",68256497,68256717,NA
"1252","chr4",68324874,68325318,"ENSG00000083896.14"
"1253","chr4",71602696,71602970,NA
"1254","chr4",74166704,74167083,"ENSG00000163738.20"
"1255","chr4",80831943,80832208,"ENSG00000197826.13"
"1256","chr4",81814933,81815079,"ENSG00000138670.20"
"1257","chr4",85748694,85748931,"ENSG00000138639.18"
"1258","chr4",89298715,89298984,"ENSG00000185477.7"
"1259","chr4",97531535,97531800,"ENSG00000163116.10"
"1260","chr4",100895875,100896132,NA
"1261","chr4",101419338,101419623,"ENSG00000153064.12"
"1262","chr4",104398218,104398605,"ENSG00000251170.7"
"1263","chr4",105996915,105997188,"ENSG00000168743.14"
"1264","chr4",106444702,106444975,"ENSG00000249613.2"
"1265","chr4",113316914,113317288,"ENSG00000145362.22"
"1266","chr4",114598386,114598496,"ENSG00000297145.1"
"1267","chr4",116015803,116016062,"ENSG00000293005.2"
"1268","chr4",117134411,117134676,NA
"1269","chr4",119280906,119281253,"ENSG00000145390.13"
"1270","chr4",121726700,121727200,"ENSG00000299882.1"
"1271","chr4",123811433,123811698,"ENSG00000249464.8"
"1272","chr4",125344780,125345286,"ENSG00000196159.14"
"1273","chr4",125410406,125410703,"ENSG00000196159.14"
"1274","chr4",133266505,133266748,NA
"1275","chr4",138399070,138399413,"ENSG00000251372.9"
"1276","chr4",140717526,140717808,"ENSG00000109436.9"
"1277","chr4",145299003,145299390,NA
"1278","chr4",146368977,146369179,"ENSG00000120519.17"
"1279","chr4",150252278,150252559,"ENSG00000170390.17"
"1280","chr4",150583229,150583503,"ENSG00000198589.16"
"1281","chr4",154364508,154364903,"ENSG00000197410.14"
"1282","chr4",154497834,154498221,"ENSG00000308425.1"
"1283","chr4",158018288,158018524,"ENSG00000287226.2"
"1284","chr4",163142533,163142808,"ENSG00000145414.10"
"1285","chr4",165229835,165230106,"ENSG00000109466.15"
"1286","chr4",165994857,165995034,"ENSG00000038295.8"
"1287","chr4",183172036,183172108,"ENSG00000151718.17"
"1288","chr4",186227381,186227668,"ENSG00000290316.1"
"1289","chr4",188918476,188918603,NA
"1290","chr4",188976825,188977347,"ENSG00000297289.1"
"1291","chr5",1185654,1186296,"ENSG00000302790.1"
"1292","chr5",7850995,7851344,"ENSG00000215217.8"
"1293","chr5",9544462,9544878,"ENSG00000112902.13"
"1294","chr5",10503290,10503768,"ENSG00000145491.13"
"1295","chr5",14901665,14901834,NA
"1296","chr5",15510001,15510179,"ENSG00000183580.10"
"1297","chr5",16499015,16499278,"ENSG00000154153.15"
"1298","chr5",16699907,16700283,"ENSG00000145555.15"
"1299","chr5",16713346,16713596,"ENSG00000145555.15"
"1300","chr5",33244870,33245290,"ENSG00000250697.3"
"1301","chr5",34736902,34737054,"ENSG00000039560.15"
"1302","chr5",37704183,37704585,"ENSG00000082068.10"
"1303","chr5",37888453,37888718,"ENSG00000248587.9"
"1304","chr5",38540526,38540753,"ENSG00000113594.11"
"1305","chr5",39370603,39370768,"ENSG00000113600.13"
"1306","chr5",40108765,40109190,NA
"1307","chr5",40521511,40521893,"ENSG00000113638.15"
"1308","chr5",40606042,40606746,"ENSG00000113638.15"
"1309","chr5",41789107,41789462,"ENSG00000083720.14"
"1310","chr5",52822350,52822728,"ENSG00000213949.10"
"1311","chr5",54091355,54092134,"ENSG00000185305.12"
"1312","chr5",54420543,54420816,NA
"1313","chr5",54529777,54529943,"ENSG00000178996.15"
"1314","chr5",55223989,55224248,"ENSG00000234602.9"
"1315","chr5",55510147,55510342,"ENSG00000067113.18"
"1316","chr5",55980383,55980648,"ENSG00000134352.22"
"1317","chr5",56097193,56097275,"ENSG00000249236.3"
"1318","chr5",57451049,57452080,"ENSG00000250961.3"
"1319","chr5",59066605,59066836,"ENSG00000113448.21"
"1320","chr5",59219004,59219278,"ENSG00000113448.21"
"1321","chr5",65867848,65868115,"ENSG00000123213.24"
"1322","chr5",66084188,66084372,NA
"1323","chr5",66881669,66882144,"ENSG00000069020.19"
"1324","chr5",74408239,74408420,"ENSG00000248673.3"
"1325","chr5",74954613,74954972,"ENSG00000249856.1"
"1326","chr5",75608978,75609115,"ENSG00000122008.17"
"1327","chr5",75681233,75681633,"ENSG00000189045.16"
"1328","chr5",80671651,80672280,"ENSG00000113318.12"
"1329","chr5",80798719,80798846,"ENSG00000113318.12"
"1330","chr5",81425577,81425847,"ENSG00000145687.18"
"1331","chr5",88713407,88713452,"ENSG00000245864.6"
"1332","chr5",90878175,90878440,"ENSG00000164199.18"
"1333","chr5",91366684,91366747,NA
"1334","chr5",91370929,91371193,"ENSG00000113369.9"
"1335","chr5",92927599,92927809,"ENSG00000248528.2"
"1336","chr5",93894750,93895036,"ENSG00000113391.20"
"1337","chr5",94875462,94875706,"ENSG00000175471.20"
"1338","chr5",96936780,96937040,"ENSG00000113441.17"
"1339","chr5",98786399,98786590,"ENSG00000174136.14"
"1340","chr5",98906163,98906331,"ENSG00000153922.13"
"1341","chr5",111134160,111134435,NA
"1342","chr5",112931631,112931829,"ENSG00000302916.1"
"1343","chr5",116281395,116281668,"ENSG00000145781.10"
"1344","chr5",121949889,121950164,NA
"1345","chr5",124995452,124995786,"ENSG00000260192.4"
"1346","chr5",126723863,126723992,NA
"1347","chr5",131745836,131745884,"ENSG00000273217.1"
"1348","chr5",131974407,131974615,"ENSG00000281938.2"
"1349","chr5",133105784,133105991,"ENSG00000170606.17"
"1350","chr5",134524986,134525352,"ENSG00000302418.1"
"1351","chr5",135329679,135329868,"ENSG00000224186.8"
"1352","chr5",136001111,136001247,"ENSG00000295093.1"
"1353","chr5",137996076,137996355,"ENSG00000031003.12"
"1354","chr5",140467891,140468485,"ENSG00000131503.22"
"1355","chr5",141747414,141747517,"ENSG00000286736.2"
"1356","chr5",142938220,142938499,"ENSG00000145819.18"
"1357","chr5",143481987,143482337,NA
"1358","chr5",143496080,143496261,"ENSG00000249429.1"
"1359","chr5",144196414,144196768,"ENSG00000183775.11"
"1360","chr5",145554400,145554673,"ENSG00000186314.13"
"1361","chr5",146138013,146138582,"ENSG00000133706.21"
"1362","chr5",146291733,146291817,"ENSG00000275740.1"
"1363","chr5",147671494,147671767,"ENSG00000280780.5"
"1364","chr5",150169056,150169397,"ENSG00000113722.18"
"1365","chr5",151820818,151821185,NA
"1366","chr5",153480441,153480868,NA
"1367","chr5",164188585,164188734,"ENSG00000253331.1"
"1368","chr5",165457784,165458117,"ENSG00000253693.2"
"1369","chr5",170509153,170509377,"ENSG00000182132.15"
"1370","chr5",170581305,170581544,"ENSG00000182132.15"
"1371","chr5",171874364,171874559,"ENSG00000072803.19"
"1372","chr5",172375580,172375741,"ENSG00000174705.14"
"1373","chr5",173860137,173860406,"ENSG00000287003.2"
"1374","chr5",176402874,176402951,"ENSG00000175416.17"
"1375","chr5",177578199,177578850,NA
"1376","chr5",177846065,177846450,"ENSG00000291113.3"
"1377","chr5",180049431,180049463,"ENSG00000113269.15"
"1378","chr5",180213413,180213625,NA
"1379","chr6",3663141,3663416,"ENSG00000228793.4"
"1380","chr6",4258914,4259212,"ENSG00000234817.3"
"1381","chr6",5121318,5121606,"ENSG00000214113.12"
"1382","chr6",5763390,5763761,"ENSG00000145982.14"
"1383","chr6",5984508,5984789,"ENSG00000300014.1"
"1384","chr6",7112774,7113168,"ENSG00000124782.22"
"1385","chr6",7640990,7641165,NA
"1386","chr6",10147153,10147190,"ENSG00000293385.1"
"1387","chr6",10415092,10415165,"ENSG00000137203.15"
"1388","chr6",12436631,12437000,NA
"1389","chr6",13848815,13849213,NA
"1390","chr6",14639090,14639341,"ENSG00000234261.7"
"1391","chr6",15385011,15385195,"ENSG00000008083.15"
"1392","chr6",16512419,16512597,"ENSG00000124788.19"
"1393","chr6",24645694,24645865,"ENSG00000137261.16"
"1394","chr6",24653016,24653283,"ENSG00000111802.15"
"1395","chr6",31795163,31795361,"ENSG00000204394.14"
"1396","chr6",32969872,32970473,"ENSG00000204256.16"
"1397","chr6",34673406,34673558,"ENSG00000196821.11"
"1398","chr6",35011707,35011714,"ENSG00000064999.17"
"1399","chr6",35857804,35858054,"ENSG00000096063.17"
"1400","chr6",36605931,36606250,NA
"1401","chr6",36771509,36771663,"ENSG00000124772.12"
"1402","chr6",36955929,36956277,"ENSG00000164530.16"
"1403","chr6",39472363,39472467,"ENSG00000164627.18"
"1404","chr6",40599646,40599901,NA
"1405","chr6",43002089,43002275,"ENSG00000112640.17"
"1406","chr6",43505757,43505816,"ENSG00000137221.15"
"1407","chr6",43521997,43522637,"ENSG00000171453.21"
"1408","chr6",46419629,46419685,"ENSG00000172348.16"
"1409","chr6",46684800,46685089,"ENSG00000242973.7"
"1410","chr6",52562996,52563286,"ENSG00000065308.6"
"1411","chr6",53829546,53829993,"ENSG00000137269.16"
"1412","chr6",54120652,54121002,"ENSG00000146147.16"
"1413","chr6",56300176,56300420,"ENSG00000124749.18"
"1414","chr6",63519268,63519475,"ENSG00000289911.2"
"1415","chr6",73455936,73456308,"ENSG00000164430.18"
"1416","chr6",74190214,74190626,"ENSG00000223786.1"
"1417","chr6",74258776,74259036,"ENSG00000223786.1"
"1418","chr6",77354759,77355102,"ENSG00000302932.1"
"1419","chr6",79385968,79386000,NA
"1420","chr6",79461232,79461506,"ENSG00000231533.3"
"1421","chr6",79711550,79711665,NA
"1422","chr6",80804176,80804354,NA
"1423","chr6",82881931,82882206,"ENSG00000298976.1"
"1424","chr6",85629172,85629306,"ENSG00000271793.2"
"1425","chr6",87551796,87551847,"ENSG00000146282.20"
"1426","chr6",100382923,100383204,NA
"1427","chr6",106377075,106377389,"ENSG00000112297.18"
"1428","chr6",106525095,106525405,"ENSG00000112297.18"
"1429","chr6",107056502,107056767,NA
"1430","chr6",108204646,108204818,NA
"1431","chr6",112133174,112133316,"ENSG00000112769.21"
"1432","chr6",112142720,112142979,"ENSG00000112769.21"
"1433","chr6",113434779,113435106,"ENSG00000232316.3"
"1434","chr6",113654504,113654769,"ENSG00000302660.1"
"1435","chr6",118261596,118261787,"ENSG00000196376.11"
"1436","chr6",129318295,129318757,"ENSG00000196569.14"
"1437","chr6",129352072,129352349,"ENSG00000196569.14"
"1438","chr6",129517062,129517408,"ENSG00000226149.7"
"1439","chr6",132887302,132887370,"ENSG00000302577.1"
"1440","chr6",133939838,133940230,"ENSG00000227954.8"
"1441","chr6",133944484,133944731,"ENSG00000227954.8"
"1442","chr6",134519872,134520026,"ENSG00000231971.7"
"1443","chr6",134520354,134520733,"ENSG00000231971.7"
"1444","chr6",135145085,135145307,NA
"1445","chr6",136600943,136601268,"ENSG00000197442.12"
"1446","chr6",136974023,136974212,"ENSG00000230350.1"
"1447","chr6",137271711,137271955,NA
"1448","chr6",138637093,138637178,"ENSG00000135540.13"
"1449","chr6",138921034,138921348,"ENSG00000135597.20"
"1450","chr6",142474509,142474801,NA
"1451","chr6",142735215,142735501,NA
"1452","chr6",143582202,143582348,"ENSG00000112419.16"
"1453","chr6",144148913,144149196,NA
"1454","chr6",144318199,144318256,"ENSG00000152818.20"
"1455","chr6",145267038,145267482,"ENSG00000305340.1"
"1456","chr6",146052788,146053089,"ENSG00000152822.15"
"1457","chr6",148200909,148200977,NA
"1458","chr6",154127662,154127935,"ENSG00000112038.18"
"1459","chr6",156598946,156599187,NA
"1460","chr6",157068691,157069021,"ENSG00000049618.26"
"1461","chr6",157070447,157070971,"ENSG00000049618.26"
"1462","chr6",157954480,157954770,NA
"1463","chr6",158300381,158300839,"ENSG00000130338.13"
"1464","chr6",158321911,158322290,"ENSG00000130338.13"
"1465","chr6",163141177,163141231,"ENSG00000112530.13"
"1466","chr6",163368161,163368393,"ENSG00000306246.1"
"1467","chr6",165630764,165630796,"ENSG00000112541.19"
"1468","chr6",166032878,166033184,NA
"1469","chr6",166330754,166331070,"ENSG00000198818.11"
"1470","chr6",166499397,166499444,"ENSG00000071242.14"
"1471","chr6",166705120,166705436,"ENSG00000071242.14"
"1472","chr6",168155135,168155291,NA
"1473","chr6",169586767,169587214,"ENSG00000285733.1"
"1474","chr6",170266111,170266596,NA
"1475","chr7",345557,345775,"ENSG00000298696.1"
"1476","chr7",346091,346116,"ENSG00000298696.1"
"1477","chr7",936819,937014,"ENSG00000105963.16"
"1478","chr7",1202245,1202535,NA
"1479","chr7",1418451,1418543,NA
"1480","chr7",1468047,1468048,NA
"1481","chr7",2335195,2335392,"ENSG00000106266.12"
"1482","chr7",2565076,2565527,"ENSG00000106012.20"
"1483","chr7",4666032,4666297,"ENSG00000286874.2"
"1484","chr7",4952312,4952597,"ENSG00000136297.17"
"1485","chr7",5255723,5255766,NA
"1486","chr7",11343860,11344092,"ENSG00000230333.7"
"1487","chr7",11427744,11428265,"ENSG00000230333.7"
"1488","chr7",11753450,11753715,"ENSG00000005108.17"
"1489","chr7",12680336,12680888,"ENSG00000298048.1"
"1490","chr7",13024929,13025094,"ENSG00000229618.4"
"1491","chr7",13524900,13525197,"ENSG00000229618.4"
"1492","chr7",18541168,18541806,"ENSG00000048052.26"
"1493","chr7",19121818,19122266,NA
"1494","chr7",20352941,20353281,"ENSG00000105855.11"
"1495","chr7",22094640,22094831,NA
"1496","chr7",23554277,23554335,"ENSG00000294729.1"
"1497","chr7",24701833,24701919,"ENSG00000105928.17"
"1498","chr7",24904861,24905154,"ENSG00000070882.14"
"1499","chr7",25496625,25496985,"ENSG00000285960.1"
"1500","chr7",26653770,26654342,"ENSG00000286507.2"
"1501","chr7",28606460,28606597,"ENSG00000146592.18"
"1502","chr7",29075605,29075974,"ENSG00000106066.16"
"1503","chr7",29754969,29755378,NA
"1504","chr7",30441884,30442141,"ENSG00000106100.12"
"1505","chr7",35993662,35993940,"ENSG00000287893.2"
"1506","chr7",37216639,37216703,"ENSG00000155849.17"
"1507","chr7",39816437,39816798,NA
"1508","chr7",44064170,44064435,"ENSG00000136279.22"
"1509","chr7",44066726,44067070,"ENSG00000136279.22"
"1510","chr7",44131152,44131186,NA
"1511","chr7",44805006,44805113,"ENSG00000196262.16"
"1512","chr7",47610886,47610983,"ENSG00000308488.1"
"1513","chr7",48250837,48251022,"ENSG00000179869.15"
"1514","chr7",58520374,58520601,NA
"1515","chr7",65722540,65722823,"ENSG00000290926.2"
"1516","chr7",66894621,66895013,"ENSG00000289177.3"
"1517","chr7",74617422,74617864,"ENSG00000232729.9"
"1518","chr7",75334520,75334770,NA
"1519","chr7",76341615,76342039,"ENSG00000170027.7"
"1520","chr7",76550130,76550259,"ENSG00000290873.2"
"1521","chr7",78561989,78562299,"ENSG00000187391.23"
"1522","chr7",80380735,80381118,"ENSG00000232667.13"
"1523","chr7",83964213,83964394,"ENSG00000075213.12"
"1524","chr7",84191990,84192250,"ENSG00000075213.12"
"1525","chr7",88710001,88710219,"ENSG00000233420.2"
"1526","chr7",94692132,94692221,NA
"1527","chr7",99279187,99279460,"ENSG00000284523.3"
"1528","chr7",100753969,100754242,"ENSG00000146839.19"
"1529","chr7",101535279,101535707,"ENSG00000160963.15"
"1530","chr7",102540812,102541306,"ENSG00000168255.20"
"1531","chr7",102565751,102566008,"ENSG00000168255.20"
"1532","chr7",103009825,103010113,"ENSG00000161040.20"
"1533","chr7",103711558,103711823,"ENSG00000189056.15"
"1534","chr7",103940757,103941070,"ENSG00000189056.15"
"1535","chr7",104142290,104142501,"ENSG00000164815.12"
"1536","chr7",106104924,106105525,"ENSG00000008282.11"
"1537","chr7",106128324,106128634,NA
"1538","chr7",106643261,106643695,"ENSG00000243797.7"
"1539","chr7",108066265,108066594,"ENSG00000091128.13"
"1540","chr7",110971962,110972204,"ENSG00000184903.10"
"1541","chr7",114081718,114081982,NA
"1542","chr7",115002732,115002998,"ENSG00000135272.14"
"1543","chr7",115013863,115013959,"ENSG00000135272.14"
"1544","chr7",115676333,115676426,"ENSG00000300422.1"
"1545","chr7",116123045,116123342,"ENSG00000105967.17"
"1546","chr7",117197933,117198274,"ENSG00000004866.23"
"1547","chr7",119709138,119709224,"ENSG00000225546.7"
"1548","chr7",126493843,126494003,"ENSG00000179603.19"
"1549","chr7",127810874,127810973,"ENSG00000197157.12"
"1550","chr7",127937369,127937660,"ENSG00000197157.12"
"1551","chr7",128602036,128602122,"ENSG00000242588.8"
"1552","chr7",128770598,128770840,"ENSG00000128595.18"
"1553","chr7",129518010,129518305,NA
"1554","chr7",129796683,129797047,NA
"1555","chr7",130051107,130051462,NA
"1556","chr7",130486839,130487104,"ENSG00000272701.3"
"1557","chr7",132579590,132579628,"ENSG00000221866.11"
"1558","chr7",134016703,134016806,"ENSG00000131558.17"
"1559","chr7",134943799,134944130,"ENSG00000286458.2"
"1560","chr7",136057157,136057358,"ENSG00000232053.8"
"1561","chr7",136133870,136134283,"ENSG00000232053.8"
"1562","chr7",137873240,137873588,NA
"1563","chr7",139620885,139621194,"ENSG00000064393.17"
"1564","chr7",139783355,139783567,"ENSG00000059377.20"
"1565","chr7",148535402,148535822,"ENSG00000287636.4"
"1566","chr7",149252373,149252712,"ENSG00000170260.10"
"1567","chr7",149799608,149799737,"ENSG00000197558.14"
"1568","chr7",150340183,150340546,"ENSG00000301866.3"
"1569","chr7",150603625,150603922,"ENSG00000271568.1"
"1570","chr7",152760690,152760922,"ENSG00000133627.19"
"1571","chr7",156615711,156616003,"ENSG00000182648.16"
"1572","chr7",157363921,157364403,"ENSG00000105993.16"
"1573","chr7",159031004,159031075,"ENSG00000106018.15"
"1574","chr7",159031240,159031277,"ENSG00000106018.15"
"1575","chr8",426208,426360,"ENSG00000147364.18"
"1576","chr8",1672613,1672907,"ENSG00000198010.13"
"1577","chr8",1766233,1766431,"ENSG00000182372.11"
"1578","chr8",8243316,8243635,"ENSG00000253893.3"
"1579","chr8",8701479,8701747,"ENSG00000254367.6"
"1580","chr8",10724574,10724630,"ENSG00000171056.8"
"1581","chr8",11177781,11178076,"ENSG00000171044.11"
"1582","chr8",13159176,13159377,"ENSG00000164741.16"
"1583","chr8",17255934,17256125,"ENSG00000155975.11"
"1584","chr8",18795420,18795636,"ENSG00000156011.19"
"1585","chr8",20111286,20111291,"ENSG00000253775.3"
"1586","chr8",22792190,22792480,"ENSG00000253125.1"
"1587","chr8",25515003,25515355,NA
"1588","chr8",25634830,25635095,"ENSG00000253100.3"
